RECORD,MARKET_NAME,SUBMARKET_NAME,COUNTY,PROPERTY_NAME,PROPERTY_PRIORNAMES,PROPERTY_ADDRESS,PROPERTY_CITY,PROPERTY_STATE,PROPERTY_ZIPCODE,PROPERTY_LATITUDE,PROPERTY_LONGITUDE,PROPERTY_PHONE,PROPERTY_UNITS,PROPERTY_SQFT,PROPERTY_ACRES,PROPERTY_IMPRATING,PROPERTY_LOCRATING,PROPERTY_CURRENT_OCCUPANCY,PROPERTY_CURRENT_RENT,YEAR,MONTH,YEAR_MONTH,RENT_PER_SQFT_ACTUAL
15986,Los Angeles - Metro,Santa Monica - Brentwood,Los Angeles,Living at Santa Monica - Portofino,Santa Monica Collection - Portofino,1450 5th Street,Santa Monica,CA,90401,34.0161392,-118.4933781,3103933500,52,42830,0.38,B,B,94.2,3346,2021,May,2021 May,3.63
15987,Los Angeles - Metro,Downtown Los Angeles,Los Angeles,Da Vinci,,909 West Temple Street,Los Angeles,CA,90012,34.0611602,-118.2494609,2132324600,526,441073,5,A,B,98.3,2795,2021,May,2021 May,3.07
15988,Los Angeles - Metro,Downtown Los Angeles,Los Angeles,Factory Place Arts Complex,"Factory Place Lofts, Sixth Street Lofts",1308 Factory Place,Los Angeles,CA,90013,34.0389237,-118.2354333,2132164718,143,169411,1.32,B,C,97.9,2880,2021,May,2021 May,2.34
15989,Los Angeles - Metro,Park La Brea South,Los Angeles,Avalon Wilshire,Avalon at Wilshire,5115 West Wilshire Blvd,Los Angeles,CA,90036,34.06225607,-118.3409202,3239350508,123,125106,1.13,A,A-,96.7,3548,2021,May,2021 May,3.13
15990,Los Angeles - Metro,Adams-Normandie - Hoover,Los Angeles,Tuscany,,3770 South Figueroa Street,Los Angeles,CA,90007,34.016916,-118.282329,2137435000,120,128560,0.91,A-,B-,NA,5022,2021,May,2021 May,4.37
15991,Los Angeles - Metro,Downtown Los Angeles,Los Angeles,Title Guarantee Building,,411 West 5th Street,Los Angeles,CA,90013,34.0491519,-118.2519185,2136273900,74,82460,0.23,A,B+,100,2563,2021,May,2021 May,2.27
15992,Los Angeles - Metro,Santa Monica - Brentwood,Los Angeles,Living at Santa Monica - Genoa,Santa Monica Collection - Genoa,1418 7th Street,Santa Monica,CA,90401,34.018073,-118.492091,3103933500,50,36322,0.34,B,B,88,3266,2021,May,2021 May,3.81
15993,Los Angeles - Metro,Koreatown,Los Angeles,Versailles Koreatown,Oxford Apartments,918 South Oxford Avenue,Los Angeles,CA,90006,34.0552128,-118.307367,2133815000,225,167694,1.44,A-,B-,97.8,2311,2021,May,2021 May,2.89
15994,Los Angeles - Metro,Downtown Los Angeles,Los Angeles,"Judson, The",424 South Broadway Lofts,424 South Broadway,Los Angeles,CA,90013,34.04907763,-118.2496564,2133796010,60,48298,0.21,B+,B,96.7,1849,2021,May,2021 May,2.12
15995,Los Angeles - Metro,Hollywood Hills West,Los Angeles,7950 West Sunset,"Sunset Lofts, 7950 West Sunset",7950 West Sunset Blvd,Los Angeles,CA,90046,34.097444,-118.363282,3238487499,183,165014,1.17,A,A-,94.5,3147,2021,May,2021 May,3.25
15996,Los Angeles - Metro,Hawthorne,Los Angeles,Pacific Place,,5211 Pacific Concourse Drive,Los Angeles,CA,90045,33.92703,-118.37101,3106439777,430,386722,3.32,A,B-,95.1,3086,2021,May,2021 May,2.96
15997,Los Angeles - Metro,Downtown Los Angeles,Los Angeles,717 Olympic,1717 West Olympic High-Rise Apartments Building,717 West Olympic Blvd,Los Angeles,CA,90015,34.0451132,-118.2633643,2136248439,151,157792,0.4,A+,A-,92.1,3596,2021,May,2021 May,3.21
15998,Los Angeles - Metro,Hyde Park,Los Angeles,Marlton Villas,,4180 Marlton Avenue,Los Angeles,CA,90008,34.00854,-118.34125,3232956297,55,49680,2.05,B-,B+,98.2,1623,2021,May,2021 May,1.68
15999,Los Angeles - Metro,Hollywood Hills East,Los Angeles,Hillview Hollywood,"Hudson, Hudson Hollywood, Hillview Hollywood",6533 Hollywood Blvd,Hollywood,CA,90028,34.101874,-118.3323245,3234680200,54,39524,0.36,B,B-,20.4,2096,2021,May,2021 May,2.59
16000,Los Angeles - Metro,Downtown Los Angeles,Los Angeles,"Emerson, The",,225 South Grand Avenue,Los Angeles,CA,90012,34.0540384,-118.2511338,2132695007,271,243325,1.3,A-,A-,96.3,3411,2021,May,2021 May,3.63
16001,Los Angeles - Metro,Downtown Los Angeles,Los Angeles,Union Lofts,"Union Bank & Trust Building, The Union -- 325 West Eighth",325 West 8th Street,Los Angeles,CA,90014,34.0443631,-118.2553612,2138617400,92,81837,2.52,A-,B-,97.8,2578,2021,May,2021 May,2.78
16002,Los Angeles - Metro,Westlake North,Los Angeles,Bixel at Fifth,Bixel Court,1311 West 5th Street,Los Angeles,CA,90017,34.05527,-118.261845,2135504430,80,70818,0.75,B+,B-,100,2454,2021,May,2021 May,2.58
16003,Los Angeles - Metro,Central Hollywood,Los Angeles,Palazzo East at Park La Brea,Palazzo East,348 South Hauser Blvd,Los Angeles,CA,90036,34.0690282,-118.3504599,3239375251,611,704430,7.81,A+,B,99.2,3902,2021,May,2021 May,3.22
16004,Los Angeles - Metro,Adams-Normandie - Hoover,Los Angeles,City Park,,1246 West 30th Street,Los Angeles,CA,90007,34.027155,-118.290479,3237336157,136,129180,0.789,B-,C+,100,2997,2021,May,2021 May,3.09
16005,Los Angeles - Metro,Adams-Normandie - Hoover,Los Angeles,University Gateway,,3335 South Figueroa Street,Los Angeles,CA,90007,34.0227992,-118.2798382,2137255060,421,379722,4,B,B-,NA,4221,2021,May,2021 May,4.51
16006,Los Angeles - Metro,Hollywood Hills East,Los Angeles,MetWest on Sunset,,5837 West Sunset Blvd,Los Angeles,CA,90028,34.098411,-118.31722,3234675300,79,57269,0.6,A-,C+,92.4,2680,2021,May,2021 May,3.42
16007,Los Angeles - Metro,Downtown Los Angeles,Los Angeles,Sakura Crossing,"San Pedro, Liitle Tokyo-Block 8 Phase 4",235 South San Pedro Street,Los Angeles,CA,90012,34.048487,-118.242559,2136259200,230,175855,1.25,B+,B,99.1,2493,2021,May,2021 May,2.9
16008,Los Angeles - Metro,Downtown Los Angeles,Los Angeles,"Reserve Luxury Lofts, The",,409 West Olympic Blvd,Los Angeles,CA,90015,34.04253703,-118.2595384,2134894111,79,96955,0.59,A-,B,97.5,3029,2021,May,2021 May,2.43
16009,Los Angeles - Metro,Westlake North,Los Angeles,Canvas L.A.,"Broadstone at Beaudry, Broadstone Los Angeles",138 North Beaudry Avenue,Los Angeles,CA,90012,34.05975,-118.25334,2139778866,210,178367,2.03,A,C+,93.8,2667,2021,May,2021 May,2.92
16010,Los Angeles - Metro,East Hollywood,Los Angeles,Instrata Sunset Vine Tower,Sunset Vine Tower,1480 Vine Street,Los Angeles,CA,90028,34.0976204,-118.326312,3238360123,64,71565,0.81,A,B,87.5,5119,2021,May,2021 May,4.33
16011,Los Angeles - Metro,Chinatown,Los Angeles,Mozaic at Union Station,"Axis at Union Station, Union Station Village",880 North Alameda Street,Los Angeles,CA,90012,34.05757517,-118.2370734,2136179501,272,252572,2.75,A,B,98.5,2459,2021,May,2021 May,2.5
16012,Los Angeles - Metro,Westlake North,Los Angeles,Glo,Wilshire Court,1050 Wilshire Blvd,Los Angeles,CA,90017,34.0518669,-118.2629136,2132901900,201,201549,1.79,A,B,98.5,2836,2021,May,2021 May,2.61
16013,Los Angeles - Metro,Westlake South,Los Angeles,"Flat, The",,750 Garland Avenue,Los Angeles,CA,90017,34.05063451,-118.2668367,2136233528,205,82000,1.01,C,C,86.8,1817,2021,May,2021 May,3.38
16014,Los Angeles - Metro,Central Hollywood,Los Angeles,Boulevard on Wilshire,"Metro at 5353 Wilshire, Museum Gardens on Miracle Mile",5353 Wilshire Blvd,Los Angeles,CA,90036,34.062464,-118.345317,3239377001,95,85716,0.54,B,B-,95.8,3174,2021,May,2021 May,3.24
16015,Los Angeles - Metro,Mid Wilshire West,Los Angeles,Avana on Wilshire,"Gardens at Wilshire Center, The",635 South Hobart Blvd,Los Angeles,CA,90005,34.0622822,-118.3055981,2133862100,159,127492,1.37,A-,B,91.2,2893,2021,May,2021 May,3.27
16016,Los Angeles - Metro,Hollywood Hills West,Los Angeles,"Avenue Hollywood, The","Avenue, The, Madrone",1619 North La Brea Avenue,Hollywood,CA,90028,34.100524,-118.345219,3238761619,180,197611,1.65,A+,B-,96.7,3623,2021,May,2021 May,3.19
16017,Los Angeles - Metro,Hollywood Hills East,Los Angeles,1724 Highland,"Jefferson at Hollywood, The, Highland Avenue Mixed-Use",1724 North Highland Avenue,Hollywood,CA,90028,34.1023719,-118.3384794,3234694000,270,242974,2.11,A,B+,78.1,2952,2021,May,2021 May,3.01
16018,Los Angeles - Metro,Park La Brea North,Los Angeles,5550 Wilshire at Miracle Mile,Legacy at Wilshire Miracle Mile,5550 Wilshire Blvd,Los Angeles,CA,90036,34.0620879,-118.3500722,3239375550,163,215709,1.94,A+,B+,93.3,3973,2021,May,2021 May,2.83
16019,Los Angeles - Metro,Hollywood Hills West,Los Angeles,La Fontaine,,1333 North Curson Avenue,West Hollywood,CA,90046,34.095153,-118.355313,3238459701,58,79200,0.63,A,B,96.6,3604,2021,May,2021 May,2.46
16020,Los Angeles - Metro,Santa Monica - Brentwood,Los Angeles,Luxe Villas,,11640 Mayfield Avenue,Los Angeles,CA,90049,34.05241207,-118.461596,3108203100,59,59181,0.52,A,A,47.5,4304,2021,May,2021 May,4.02
16021,Los Angeles - Metro,Downtown Los Angeles,Los Angeles,National City Tower Lofts,Spring Street Apartments,810 South Spring Street,Los Angeles,CA,90014,34.04276,-118.253591,2136233777,93,87334,0.24,A-,B-,96.8,2500,2021,May,2021 May,2.41
16022,Los Angeles - Metro,Culver City,Los Angeles,M Lofts,,3425 Motor Avenue,Los Angeles,CA,90034,34.0271542,-118.409441,3102803900,115,46737,0.73,B,C+,99.1,2537,2021,May,2021 May,6.13
16023,Los Angeles - Metro,Park La Brea North,Los Angeles,Desmond at Wilshire,,5520 Wilshire Blvd,Los Angeles,CA,90036,34.061609,-118.349065,3106830677,175,150385,2.21,A,B+,97.1,3966,2021,May,2021 May,4.18
16024,Los Angeles - Metro,Santa Monica - Brentwood,Los Angeles,Living at Santa Monica - Lugano,Santa Monica Collection - Lugano,626 Broadway,Santa Monica,CA,90401,34.0169768,-118.4908762,3103933500,50,30135,0.35,B,B,93.8,2943,2021,May,2021 May,4.54
16025,Los Angeles - Metro,Santa Monica - Brentwood,Los Angeles,Living at Santa Monica - Arezzo,Santa Monica Collection - Arezzo,507 Wilshire Blvd,Santa Monica,CA,90401,34.020394,-118.497316,3103933500,50,36322,0.34,B,B+,98,3302,2021,May,2021 May,3.95
16026,Los Angeles - Metro,Hollywood Hills East,Los Angeles,Hawthorne Regency,,7076 Hawthorne Avenue,Los Angeles,CA,90028,34.1000725,-118.3439127,3234654616,50,73810,0.5,B+,C+,98,3773,2021,May,2021 May,2.25
16027,Los Angeles - Metro,Silverlake,Los Angeles,HoM @ West Temple,,3221 West Temple Street,Los Angeles,CA,90026,34.075755,-118.281449,2133873777,67,62134,0.88,A-,B-,98.5,3071,2021,May,2021 May,3.05
16028,Los Angeles - Metro,Marina Del Rey,Los Angeles,Shores,,4201 Via Marina,Marina Del Rey,CA,90292,33.97895606,-118.4592725,3108227700,544,557774,7.89,A,A+,98.7,3929,2021,May,2021 May,3.49
16029,Los Angeles - Metro,Westwood,Los Angeles,Wilshire Victoria,"Ashton Westwood, 10700 Wilshire Blvd Apartments",10700 Wilshire Blvd,Los Angeles,CA,90024,34.06049,-118.43586,3104706868,58,85564,0.65,A,A-,91.4,8046,2021,May,2021 May,4.99
16030,Los Angeles - Metro,Park La Brea North,Los Angeles,5600 Wilshire,,5600 Wilshire Blvd,Los Angeles,CA,90036,34.0621572,-118.3512612,3239370306,288,248226,2.64,B+,B+,98.6,3047,2021,May,2021 May,3.14
16031,Los Angeles - Metro,Los Feliz - Griffith Park,Los Angeles,La Belle at Hollywood Tower,Broadstone Hollywood Towers Addition,6138 Franklin Avenue,Hollywood,CA,90028,34.104844,-118.3237905,3234664339,146,124378,1.59,A,B,97.3,2879,2021,May,2021 May,3.12
16032,Los Angeles - Metro,Hollywood Hills East,Los Angeles,Alaya Hollywood,"Rubix Hollywood, Alta Hollywood, McAden Place",1714 North McCadden Place,Hollywood,CA,90028,34.10185,-118.33717,3238714041,218,200844,2.09,A,B+,98.2,2926,2021,May,2021 May,2.92
16033,Los Angeles - Metro,El Segundo - Playa del Rey,Los Angeles,"Ventana, The",,7225 Crescent Park West,Playa Vista,CA,90094,33.9686392,-118.42726,3104963900,405,402994,4.11,A,A,91.6,3875,2021,May,2021 May,3.57
16034,Los Angeles - Metro,Marina Del Rey,Los Angeles,Capri,,13953 Panay Way,Marina Del Rey,CA,90292,33.97915587,-118.4522641,3105776123,99,118171,1.22,A+,A+,94.9,3994,2021,May,2021 May,3.12
16035,Los Angeles - Metro,Downtown Los Angeles,Los Angeles,Artisan on Second,,601 East 2nd Street,Los Angeles,CA,90012,34.0473565,-118.2365444,2136171753,118,142585,1.57,A,B,98.3,3080,2021,May,2021 May,2.39
16036,Los Angeles - Metro,Westlake North,Los Angeles,1111 Wilshire,,1111 Wilshire Blvd,Los Angeles,CA,90017,34.0527883,-118.2637493,2132509836,210,164716,1.12,A,B,94.3,2664,2021,May,2021 May,2.98
16037,Los Angeles - Metro,East Torrance,Los Angeles,Alta South Bay,,22425 South Vermont Avenue,Torrance,CA,90502,33.8222,-118.2916,4242443025,246,236102,4.48,A,C,90.7,3131,2021,May,2021 May,2.83
16038,Los Angeles - Metro,Mar Vista,Los Angeles,"R2 by CLG, The",R2 Living,4133 South Redwood Avenue,Los Angeles,CA,90066,33.9899543,-118.4401411,3108226400,140,149918,0.89,A-,A-,99.3,3784,2021,May,2021 May,3.3
16039,Los Angeles - Metro,San Pedro,Los Angeles,"Vue, The","Carmel Vue, Dwell at Vue/Vue",255 West 5th Street,San Pedro,CA,90731,33.739615,-118.2820002,3108441740,302,295280,2.5,A+,B-,95,2690,2021,May,2021 May,2.64
16040,Los Angeles - Metro,Downtown Los Angeles,Los Angeles,WaterMarke Tower,"705 West 9th, 717 Ninth",705 West 9th Street,Los Angeles,CA,90015,34.0462264,-118.2617933,2134068000,214,254326,0.66,A+,B+,86,3582,2021,May,2021 May,2.86
16041,Los Angeles - Metro,Mid Wilshire East,Los Angeles,3033 Wilshire,,3033 Wilshire Blvd,Los Angeles,CA,90010,34.062222,-118.287344,2132627626,190,196975,0.9,A,B,91.6,3920,2021,May,2021 May,3.56
16042,Los Angeles - Metro,El Segundo - Playa del Rey,Los Angeles,Altitude,,5900 Center Drive,Los Angeles,CA,90045,33.975449,-118.388665,4247324143,545,481564,1.65,A,A-,96.9,3324,2021,May,2021 May,3.46
16043,Los Angeles - Metro,Downtown Los Angeles,Los Angeles,"Brockman Lofts, The","Brockman, The",530 West 7th Street,Los Angeles,CA,90014,34.046906,-118.256338,2136225005,81,88076,0.38,A-,B-,95.1,3672,2021,May,2021 May,3.19
16044,Los Angeles - Metro,Downtown Los Angeles,Los Angeles,"Chapman Flats, The",,756 South Broadway,Los Angeles,CA,90014,34.0437912,-118.254458,2138929100,168,128149,0.36,B,B-,89.3,2381,2021,May,2021 May,2.9
16045,Los Angeles - Metro,Chinatown,Los Angeles,"Elysian, The",,1115 West Sunset Blvd,Los Angeles,CA,90012,34.06693,-118.24908,2132848816,96,86957,2.56,A,B-,95.8,3711,2021,May,2021 May,3.84
16046,Los Angeles - Metro,West Hollywood,Los Angeles,8500 Burton Way,8500,8500 Burton Way,Los Angeles,CA,90048,34.0710883,-118.3770377,3102749898,87,116300,0.77,A+,A,83.9,8372,2021,May,2021 May,7.13
16047,Los Angeles - Metro,Hollywood Hills West,Los Angeles,Universal Lofts,,3450 West Cahuenga Blvd,Los Angeles,CA,90068,34.1327878,-118.3540543,3102606363,67,145913,2.57,A,A-,97,5861,2021,May,2021 May,2.66
16048,Los Angeles - Metro,East Hollywood,Los Angeles,"LC, The",,710 North El Centro Avenue,Los Angeles,CA,90038,34.083772,-118.324222,3234626400,84,83056,1.07,A,A-,96.2,3609,2021,May,2021 May,3.38
16049,Los Angeles - Metro,Central Hollywood,Los Angeles,"Dylan, The",,7111 Santa Monica Blvd,West Hollywood,CA,90046,34.0908674,-118.3446475,3239699346,184,152425,1.38,A,B,97.8,3140,2021,May,2021 May,3.45
16050,Los Angeles - Metro,Hollywood Hills West,Los Angeles,Poinsettia Club,,1444 North Poinsettia Place,Los Angeles,CA,90046,34.0972269,-118.3480941,3238744662,66,48750,0.57,C+,B-,97,1808,2021,May,2021 May,2.31
16051,Los Angeles - Metro,Downtown Los Angeles,Los Angeles,"Great Republic Lofts, The",,756 South Spring Street,Los Angeles,CA,90014,34.0430752,-118.2533125,2134893420,72,58391,0.16,A-,B-,84.7,2322,2021,May,2021 May,2.78
16052,Los Angeles - Metro,Santa Monica - Brentwood,Los Angeles,"Adler, The",Eleven 950/Twelve 000,11950 Idaho Avenue,Los Angeles,CA,90025,34.0394199,-118.460022,3108263100,125,128385,1.71,A,B,95.2,4690,2021,May,2021 May,4.16
16053,Los Angeles - Metro,Downtown Los Angeles,Los Angeles,South Park by Windsor,Hanover South Park,939 South Hill Street,Los Angeles,CA,90015,34.042161,-118.258297,2136229391,284,238949,1.47,A-,B,95.8,2709,2021,May,2021 May,2.95
16054,Los Angeles - Metro,Downtown Los Angeles,Los Angeles,APEX. The One,Concerto,900 South Figueroa Street,Los Angeles,CA,90015,34.0459027,-118.2628559,2132390663,271,290059,0.21,A+,A-,94.1,3621,2021,May,2021 May,3.16
16055,Los Angeles - Metro,Santa Monica - Brentwood,Los Angeles,NMS 1539 Fourth,Luxe@1539,1539 4th Street,Los Angeles,CA,90401,34.0143576,-118.4921872,3103933939,62,43646,0.34,B,B,85.5,3686,2021,May,2021 May,5.03
16056,Los Angeles - Metro,Downtown Los Angeles,Los Angeles,8th+Hope,,801 South Hope Street,Los Angeles,CA,90017,34.046544,-118.259756,2133402928,290,298486,0.8,A,B,88.6,3849,2021,May,2021 May,3.36
16057,Los Angeles - Metro,Santa Monica - Brentwood,Los Angeles,Living at Santa Monica - Venezia/Anacapa,Santa Monica Collection - Venezia/Anacapa,1519 6th Street,Santa Monica,CA,90401,34.016151,-118.490619,3103933500,96,78454,0.51,B,B,92.7,3648,2021,May,2021 May,4.18
16058,Los Angeles - Metro,Santa Monica - Brentwood,Los Angeles,Living at Santa Monica - Verona/Livorno,,1542 6th Street,Santa Monica,CA,90401,34.015543,-118.490985,3103933500,96,73550,0.68,B,B,90.6,3335,2021,May,2021 May,4.1
16059,Los Angeles - Metro,Santa Monica - Brentwood,Los Angeles,Living at Santa Monica - San Remo/Sorrento/Amalfi,,1519 6th Street,Santa Monica,CA,90401,34.016437,-118.490934,3103933500,142,116804,1.03,B,B,93.7,3440,2021,May,2021 May,3.9
16060,Los Angeles - Metro,Hollywood Hills West,Los Angeles,Sierra Fountain,,1325 North Sierra Bonita Avenue,West Hollywood,CA,90046,34.095149,-118.354159,3238744537,73,56450,0.67,B,B-,95.9,2285,2021,May,2021 May,2.72
16061,Los Angeles - Metro,San Pedro,Los Angeles,Bayridge,,1099 West Capitol Drive,San Pedro,CA,90731,33.757385,-118.300012,3108333983,60,46836,1.61,B-,A-,96.7,2119,2021,May,2021 May,2.67
16062,Los Angeles - Metro,Downtown Los Angeles,Los Angeles,"Rosslyn Lofts, The",,451 South Main Street,Los Angeles,CA,90013,34.0463242,-118.2474866,2135036171,298,106270,0.42,B,B-,NA,1342,2021,May,2021 May,2.13
16063,Los Angeles - Metro,Mid Wilshire East,Los Angeles,Westminster Square,,423 South Westmoreland Avenue,Los Angeles,CA,90020,34.065866,-118.288879,2132150380,54,33975,0.496,C,B-,94.4,1953,2021,May,2021 May,3.25
16064,Los Angeles - Metro,Mar Vista,Los Angeles,Forty55 Lofts,Redwood Lofts,4055 Redwood Avenue,Marina Del Rey,CA,90066,33.9917364,-118.4413184,3105775090,140,178948,2.68,A,A-,92.9,4524,2021,May,2021 May,3.32
16065,Los Angeles - Metro,Mar Vista,Los Angeles,Stella by Common,"Stella, Marina Del Rey",13488 Maxella Avenue,Marina Del Rey,CA,90292,33.986042,-118.4420695,3103053535,244,235940,4,A,A,92.2,3947,2021,May,2021 May,3.74
16066,Los Angeles - Metro,Downtown Los Angeles,Los Angeles,SB Grand,Shybary Grand Lofts,312 West 5th Street,Los Angeles,CA,90013,34.0481247,-118.251243,2137612635,89,81870,0.63,B+,B+,98.9,2097,2021,May,2021 May,2.17
16067,Los Angeles - Metro,Downtown Los Angeles,Los Angeles,Seven and Bridge,2121 Lofts,2121 East 7th Place,Los Angeles,CA,90021,34.0337939,-118.2292732,2132611538,73,80447,1.83,B+,C,100,3718,2021,May,2021 May,3.26
16068,Los Angeles - Metro,Mid Wilshire East,Los Angeles,400 South Westmoreland,,400 South Westmoreland Avenue,Los Angeles,CA,90020,34.0665053,-118.288237,2134871711,74,45460,0.544,C+,B-,81.1,1755,2021,May,2021 May,2.66
16069,Los Angeles - Metro,Downtown Los Angeles,Los Angeles,SB Lofts,,548 South Spring Street,Los Angeles,CA,90013,34.0458313,-118.2503649,8189749851,184,141380,0.43,B+,B-,81.5,2499,2021,May,2021 May,2.98
16070,Los Angeles - Metro,Downtown Los Angeles,Los Angeles,SB Main,,111 West 7th Street,Los Angeles,CA,90014,34.0443278,-118.2516231,8183001558,220,170000,0.99,B+,B-,93.6,2150,2021,May,2021 May,2.56
16071,Los Angeles - Metro,Downtown Los Angeles,Los Angeles,SB Manhattan,,215 West 6th Street,Los Angeles,CA,90014,34.0464831,-118.2511268,2133778038,198,162780,0.46,B+,B-,87.4,2050,2021,May,2021 May,2.35
16072,Los Angeles - Metro,Downtown Los Angeles,Los Angeles,"Haas Building, The",Broadway Exchange,219 West 7th Street,Los Angeles,CA,90014,34.045045,-118.2528006,2138911063,68,58190,0.2,A-,B-,98.5,2856,2021,May,2021 May,2.82
16073,Los Angeles - Metro,Mid Wilshire East,Los Angeles,500 South Westmoreland,,500 South Westmoreland Avenue,Los Angeles,CA,90020,34.0649756,-118.2880889,4242607560,54,31800,0.332,C,B-,87,1881,2021,May,2021 May,2.8
16074,Los Angeles - Metro,Santa Monica - Brentwood,Los Angeles,"Metro Art Brentwood, The",11771 Montana Avenue,11771 Montana Avenue,Los Angeles,CA,90049,34.05375,-118.46912,3108965554,64,89700,0.92,A-,A,96.9,5379,2021,May,2021 May,3.3
16075,Los Angeles - Metro,Silverlake,Los Angeles,Parkview Living,Glendale Senior,1902 Park Avenue,Los Angeles,CA,90026,34.0761574,-118.2617375,2134848322,75,46464,1.24,B,C+,100,1892,2021,May,2021 May,2.83
16076,Los Angeles - Metro,Downtown Los Angeles,Los Angeles,Milano Lofts,,609 South Grand Avenue,Los Angeles,CA,90017,34.0486087,-118.2557064,2136271900,99,88630,0.24,A-,B-,97,2785,2021,May,2021 May,2.55
16077,Los Angeles - Metro,Downtown Los Angeles,Los Angeles,SB Spring,,650 South Spring Street,Los Angeles,CA,90014,34.0447979,-118.2517457,2137619455,178,138380,0.17,B,B-,95.5,2614,2021,May,2021 May,3.03
16078,Los Angeles - Metro,Westwood,Los Angeles,Midvale Court,,1400 Midvale Avenue,Los Angeles,CA,90024,34.0548003,-118.4422015,3104736666,84,66008,0.58,B,A-,96.4,3324,2021,May,2021 May,4.12
16079,Los Angeles - Metro,Silverlake,Los Angeles,Media Towers I,,1660 North Wilton Place,Los Angeles,CA,90028,34.1008297,-118.3132619,3239570108,62,60600,0.52,B,C+,100,2825,2021,May,2021 May,2.44
16080,Los Angeles - Metro,San Pedro,Los Angeles,Seaport Homes,,28000 South Western Avenue,San Pedro,CA,90732,33.765903,-118.3094112,3105142515,136,139620,1.81,A-,A-,100,2895,2021,May,2021 May,2.9
16081,Los Angeles - Metro,Santa Monica - Brentwood,Los Angeles,NMS 1548 Sixth,"Luxe@1548, Santa Monica Collection - San Lorenzo",1548 6th Street,Santa Monica,CA,90401,34.0153814,-118.490664,3106562700,54,44925,0.34,B+,B,87,4267,2021,May,2021 May,4.82
